Date,Close,Buy,Sell,Open,High,Low
1956-03-16,  48.14,False,False,  48.14,  48.14,  48.14
1956-03-23,  48.83,False,False,  48.83,  48.83,  48.83
1956-03-29,  48.48,False,False,  48.48,  48.48,  48.48
1956-04-06,  48.85,False,False,  48.85,  48.85,  48.85
1956-04-13,  47.95,False,False,  47.95,  47.95,  47.95
1956-04-20,  47.76,False,False,  47.76,  47.76,  47.76
1956-04-27,  47.99,False,False,  47.99,  47.99,  47.99
1956-05-04,  48.51,False,False,  48.51,  48.51,  48.51
1956-05-11,  47.12,False,False,  47.12,  47.12,  47.12
1956-05-18,  46.39,False,False,  46.39,  46.39,  46.39
1956-05-25,  44.62,False,False,  44.62,  44.62,  44.62
1956-06-01,  45.48,False,False,  45.48,  45.48,  45.48
1956-06-08,  45.14,False,False,  45.14,  45.14,  45.14
1956-06-15,  46.37,False,False,  46.37,  46.37,  46.37
1956-06-22,  46.59,False,False,  46.59,  46.59,  46.59
1956-06-29,  46.97,False,False,  46.97,  46.97,  46.97
1956-07-06,  48.04,False,False,  48.04,  48.04,  48.04
1956-07-13,  48.72,False,False,  48.72,  48.72,  48.72
1956-07-20,  49.35,False,False,  49.35,  49.35,  49.35
1956-07-27,  49.08,False,False,  49.08,  49.08,  49.08
1956-08-03,  49.64,False,False,  49.64,  49.64,  49.64
1956-08-10,  49.09,False,False,  49.09,  49.09,  49.09
1956-08-17,  48.82,False,False,  48.82,  48.82,  48.82
1956-08-24,  47.95,False,False,  47.95,  47.95,  47.95
1956-08-31,  47.51,False,False,  47.51,  47.51,  47.51
1956-09-07,  47.81,False,False,  47.81,  47.81,  47.81
1956-09-14,  47.21,False,False,  47.21,  47.21,  47.21
1956-09-21,  46.58,False,False,  46.58,  46.58,  46.58
1956-09-28,  45.35,False,False,  45.35,  45.35,  45.35
1956-10-05,  46.00,False,False,  46.00,  46.00,  46.00
1956-10-12,  47.00,False,False,  47.00,  47.00,  47.00
1956-10-19,  46.24,False,False,  46.24,  46.24,  46.24
1956-10-26,  46.27,False,False,  46.27,  46.27,  46.27
1956-11-02,  46.98,False,False,  46.98,  46.98,  46.98
1956-11-09,  46.34,False,False,  46.34,  46.34,  46.34
1956-11-16,  45.74,False,False,  45.74,  45.74,  45.74
1956-11-23,  45.14,False,False,  45.14,  45.14,  45.14
1956-11-30,  45.08,False,False,  45.08,  45.08,  45.08
1956-12-07,  47.04,True,False,  47.04,  47.04,  47.04
1956-12-14,  46.54,False,False,  46.54,  46.54,  46.54
1956-12-21,  46.37,False,False,  46.37,  46.37,  46.37
1956-12-28,  46.56,False,False,  46.56,  46.56,  46.56
1957-01-04,  46.66,False,False,  46.66,  46.66,  46.66
1957-01-11,  46.18,False,False,  46.18,  46.18,  46.18
1957-01-18,  44.64,False,False,  44.64,  44.64,  44.64
1957-01-25,  44.82,False,False,  44.82,  44.82,  44.82
1957-02-01,  44.62,False,False,  44.62,  44.62,  44.62
1957-02-08,  43.32,False,False,  43.32,  43.32,  43.32
1957-02-15,  43.51,False,False,  43.51,  43.51,  43.51
1957-02-21,  43.48,False,False,  43.48,  43.48,  43.48
1957-03-01,  43.74,False,False,  43.74,  43.74,  43.74
1957-03-08,  44.07,False,False,  44.07,  44.07,  44.07
1957-03-15,  44.05,False,False,  44.05,  44.05,  44.05
1957-03-22,  44.06,False,False,  44.06,  44.06,  44.06
1957-03-29,  44.11,False,False,  44.11,  44.11,  44.11
1957-04-05,  44.49,False,False,  44.49,  44.49,  44.49
1957-04-12,  45.04,False,False,  45.04,  45.04,  45.04
1957-04-18,  45.41,False,False,  45.41,  45.41,  45.41
1957-04-26,  45.50,False,False,  45.50,  45.50,  45.50
1957-05-03,  46.34,False,False,  46.34,  46.34,  46.34
1957-05-10,  46.59,False,False,  46.59,  46.59,  46.59
1957-05-17,  47.15,False,False,  47.15,  47.15,  47.15
1957-05-24,  47.21,False,False,  47.21,  47.21,  47.21
1957-05-31,  47.43,False,False,  47.43,  47.43,  47.43
1957-06-07,  47.65,False,False,  47.65,  47.65,  47.65
1957-06-14,  48.15,False,False,  48.15,  48.15,  48.15
1957-06-21,  47.15,False,False,  47.15,  47.15,  47.15
1957-06-28,  47.37,False,False,  47.37,  47.37,  47.37
1957-07-05,  48.69,False,False,  48.69,  48.69,  48.69
1957-07-12,  49.08,False,False,  49.08,  49.08,  49.08
1957-07-19,  48.58,False,False,  48.58,  48.58,  48.58
1957-07-26,  48.45,False,False,  48.45,  48.45,  48.45
1957-08-02,  47.68,False,False,  47.68,  47.68,  47.68
1957-08-09,  46.92,False,False,  46.92,  46.92,  46.92
1957-08-16,  45.83,False,False,  45.83,  45.83,  45.83
1957-08-23,  44.51,False,False,  44.51,  44.51,  44.51
1957-08-30,  45.22,False,False,  45.22,  45.22,  45.22
1957-09-06,  44.68,False,False,  44.68,  44.68,  44.68
1957-09-13,  44.80,False,False,  44.80,  44.80,  44.80
1957-09-20,  43.69,False,False,  43.69,  43.69,  43.69
1957-09-27,  42.55,False,False,  42.55,  42.55,  42.55
1957-10-04,  42.79,False,False,  42.79,  42.79,  42.79
1957-10-11,  40.94,False,True,  40.94,  40.94,  40.94
1957-10-18,  40.33,False,False,  40.33,  40.33,  40.33
1957-10-25,  40.59,False,False,  40.59,  40.59,  40.59
1957-11-01,  40.44,False,False,  40.44,  40.44,  40.44
1957-11-08,  40.19,False,False,  40.19,  40.19,  40.19
1957-11-15,  40.37,False,False,  40.37,  40.37,  40.37
1957-11-22,  40.87,False,False,  40.87,  40.87,  40.87
1957-11-29,  41.27,False,False,  41.27,  41.27,  41.27
1957-12-06,  41.31,False,False,  41.31,  41.31,  41.31
1957-12-13,  40.73,False,False,  40.73,  40.73,  40.73
1957-12-20,  39.48,False,False,  39.48,  39.48,  39.48
1957-12-27,  39.78,False,False,  39.78,  39.78,  39.78
1958-01-03,  40.87,False,False,  40.87,  40.87,  40.87
1958-01-10,  40.37,False,False,  40.37,  40.37,  40.37
1958-01-17,  41.10,False,False,  41.10,  41.10,  41.10
1958-01-24,  41.71,False,False,  41.71,  41.71,  41.71
1958-01-31,  41.70,False,False,  41.70,  41.70,  41.70
1958-02-07,  41.73,False,False,  41.73,  41.73,  41.73
1958-02-14,  41.33,False,False,  41.33,  41.33,  41.33
1958-02-21,  40.88,False,False,  40.88,  40.88,  40.88
1958-02-28,  40.84,False,False,  40.84,  40.84,  40.84
1958-03-07,  42.07,False,False,  42.07,  42.07,  42.07
1958-03-14,  42.33,False,False,  42.33,  42.33,  42.33
1958-03-21,  42.42,False,False,  42.42,  42.42,  42.42
1958-03-28,  42.20,False,False,  42.20,  42.20,  42.20
1958-04-03,  41.48,False,False,  41.48,  41.48,  41.48
1958-04-11,  41.74,False,False,  41.74,  41.74,  41.74
1958-04-18,  42.71,False,False,  42.71,  42.71,  42.71
1958-04-25,  43.36,False,False,  43.36,  43.36,  43.36
1958-05-02,  43.69,False,False,  43.69,  43.69,  43.69
1958-05-09,  44.00,False,False,  44.00,  44.00,  44.00
1958-05-16,  43.36,False,False,  43.36,  43.36,  43.36
1958-05-23,  43.87,False,False,  43.87,  43.87,  43.87
1958-05-29,  44.09,False,False,  44.09,  44.09,  44.09
1958-06-06,  44.64,False,False,  44.64,  44.64,  44.64
1958-06-13,  45.02,False,False,  45.02,  45.02,  45.02
1958-06-20,  44.85,False,False,  44.85,  44.85,  44.85
1958-06-27,  44.90,False,False,  44.90,  44.90,  44.90
1958-07-03,  45.47,False,False,  45.47,  45.47,  45.47
1958-07-11,  45.72,False,False,  45.72,  45.72,  45.72
1958-07-18,  45.77,False,False,  45.77,  45.77,  45.77
1958-07-25,  46.97,False,False,  46.97,  46.97,  46.97
1958-08-01,  47.49,False,False,  47.49,  47.49,  47.49
1958-08-08,  48.05,False,False,  48.05,  48.05,  48.05
1958-08-15,  47.50,False,False,  47.50,  47.50,  47.50
1958-08-22,  47.73,False,False,  47.73,  47.73,  47.73
1958-08-29,  47.75,False,False,  47.75,  47.75,  47.75
1958-09-05,  47.97,False,False,  47.97,  47.97,  47.97
1958-09-12,  48.53,False,False,  48.53,  48.53,  48.53
1958-09-19,  49.40,False,False,  49.40,  49.40,  49.40
1958-09-26,  49.66,False,False,  49.66,  49.66,  49.66
1958-10-03,  50.37,False,False,  50.37,  50.37,  50.37
1958-10-10,  51.39,False,False,  51.39,  51.39,  51.39
1958-10-17,  51.46,False,False,  51.46,  51.46,  51.46
1958-10-24,  50.81,False,False,  50.81,  50.81,  50.81
1958-10-31,  51.33,False,False,  51.33,  51.33,  51.33
1958-11-07,  52.26,False,False,  52.26,  52.26,  52.26
1958-11-14,  53.09,False,False,  53.09,  53.09,  53.09
1958-11-21,  52.70,False,False,  52.70,  52.70,  52.70
1958-11-28,  52.48,False,False,  52.48,  52.48,  52.48
1958-12-05,  52.46,False,False,  52.46,  52.46,  52.46
1958-12-12,  53.22,False,False,  53.22,  53.22,  53.22
1958-12-19,  54.07,False,False,  54.07,  54.07,  54.07
1958-12-24,  54.11,False,False,  54.11,  54.11,  54.11
1959-01-02,  55.44,False,False,  55.44,  55.44,  55.44
1959-01-09,  55.77,False,False,  55.77,  55.77,  55.77
1959-01-16,  55.81,False,False,  55.81,  55.81,  55.81
